"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","Link"
"KSGS","372831101023601","Kansas Geological Survey","29S 34W 33DCC 01","37.475268","-101.043423","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","+ or - 1 sec.","2980","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+ or - 10 ft","525","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","081","Haskell County","Ogallala Formation (<Null>)","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=372831101023601"
"KSGS","372831101023602","Kansas Geological Survey","29S 34W 33DCC 02","37.475268","-101.043423","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","+ or - 1 sec.","2980","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+ or - 10 ft","620","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","081","Haskell County","Dakota Formation (<Null>)","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=372831101023602"
"KSGS","373528101281901","Kansas Geological Survey","28S 38W 21DDD 01","37.591204","-101.472033","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","+ or - 1 sec.","3110","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+ or - 10 ft","420","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","067","Grant County","Ogallala Formation (<Null>)","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373528101281901"
"KSGS","373528101281902","Kansas Geological Survey","28S 38W 21DDD 02","37.591204","-101.472033","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","+ or - 1 sec.","3110","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+ or - 10 ft","580","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","067","Grant County","Dakota Formation (<Null>)","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373528101281902"
"KSGS","373607100565301","Kansas Geological Survey","28S 33W 20ACD 01","37.598744","-100.949744","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","2976","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","723","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","081","Haskell County","Ogallala-Dakota Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373607100565301"
"KSGS","372760100362401","Kansas Geological Survey","30S 30W 04DBB 01","37.46657","-100.60659","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2801.35","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","420","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","119","Meade County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=372760100362401"
"KSGS","370103101222801","Kansas Geological Survey","35S 37W 08CBB 01","37.017509","-101.374446","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","+ or - 1 sec.","3161","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+ or - 10 ft","490","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","189","Stevens County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","1","Surveillance","2","Other","https://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=370103101222801"
"KSGS","373504101350801","Kansas Geological Survey","28S 39W 28ACD 01","37.584367","-101.585511","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","3180","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","610","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","187","Stanton County","Ogallala-Dakota Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373504101350801"
"KSGS","380156100543801","Kansas Geological Survey","23S 33W 26ABB 02","38.032185","-100.9104","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2885","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","338","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","055","Finney County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380156100543801"
"KSGS","373231100025401","Kansas Geological Survey","29S 25W 10BBBC 01","37.54525","-100.05231","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2617","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","245","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","057","Ford County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373231100025401"
