"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","Link"
"KSGS","384838102024201","Kansas Geological Survey","14S 43W 25ACC 01","38.810456","-102.045113","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","3881","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","353","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","199","Wallace County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=384838102024201"
"KSGS","382419100452801","Kansas Geological Survey","19S 31W 17ADA 01","38.40555","-100.7594","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2976","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","120","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","171","Scott County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=382419100452801"
"KSGS","383152101395101","Kansas Geological Survey","17S 39W 31DAB 01","38.53104","-101.66403","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","3565","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","188","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","071","Greeley County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=383152101395101"
"KSGS","381716100540601","Kansas Geological Survey","20S 32W 30BCD 01","38.286882","-100.901734","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","2917","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","200","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","171","Scott County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=381716100540601"
"KSGS","384033101544101","Kansas Geological Survey","16S 42W 12CAA 01","38.675759","-101.911474","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","3774","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","258","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","071","Greeley County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=384033101544101"
"KSGS","385314102024202","Kansas Geological Survey","13S 43W 36ABB 02","38.886064","-102.044885","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","3893","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","282","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","199","Wallace County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=385314102024202"
"KSGS","383551101255002","Kansas Geological Survey","17S 37W 08BAA 02","38.597546","-101.434441","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","3374","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","190","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","203","Wichita County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=383551101255002"
"KSGS","382520100293501","Kansas Geological Survey","18S 29W 23DBC 01","38.472321","-100.493045","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2729","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","71","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","101","Lane County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=382520100293501"
"KSGS","383458101460201","Kansas Geological Survey","17S 40W 17BBA 01","38.581564","-101.767033","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","3663","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","227","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","071","Greeley County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=383458101460201"
"KSGS","383528100334601","Kansas Geological Survey","17S 29W 07DAA 01","38.592667","-100.560205","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40ft)","Accurate to + or - 1 sec.","2825","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","176","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","101","Lane County","Ogallala Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=383528100334601"
