"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","WlWellPurposeNotes","Link"
"CODWR","665","Colorado Division of Water Resources","NHP-AR-002","39.854308","-102.183422","NAD83","GPS","10 m","3577.69","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","25","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Stock","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/665"
"CODWR","598","Colorado Division of Water Resources","NHP-CY-029","39.951383","-102.222148","NAD83","User supplied","15 m","3791.57","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","244","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/598"
"CODWR","674","Colorado Division of Water Resources","NHP-AR-011","39.75006","-102.573533","NAD83","GPS","10 m","4111.84","1","Feet","NAVD88","GPS","1 m","66","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/674"
"CODWR","607","Colorado Division of Water Resources","NHP-CY-037","39.972217","-102.416315","NAD83","User supplied","15 m","3902.67","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","370","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/607"
"CODWR","608","Colorado Division of Water Resources","NHP-CY-038","39.971665","-102.425491","NAD83","User supplied","15 m","3904.68","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","370","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/608"
"CODWR","730","Colorado Division of Water Resources","NHP-AR-068","39.643885","-102.758268","NAD83","User supplied","15 m","4353.98","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","234","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/730"
"CODWR","731","Colorado Division of Water Resources","NHP-AR-069","39.629441","-102.778272","NAD83","User supplied","15 m","4386.23","1","Feet","NAVD88","Original database","1 m","234","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/731"
"CODWR","732","Colorado Division of Water Resources","NHP-AR-070","39.622771","-102.731049","NAD83","User supplied","15 m","4331.02","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","284","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/732"
"CODWR","733","Colorado Division of Water Resources","NHP-AR-072","39.608038","-102.759646","NAD83","GPS","10 m","4375.84","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","295","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/733"
"CODWR","734","Colorado Division of Water Resources","NHP-AR-073","39.586343","-102.721619","NAD83","GPS","10 m","4350.66","1","Feet","NAVD88","Original database","1 m","300","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/734"
