date,level,site
2001-03-21,-66.78666666666666,#1004901
2002-03-21,-66.27999999999999,#1004901
2003-03-21,-66.10578947368421,#1004901
2004-03-21,-65.99611111111112,#1004901
2005-03-21,-65.95315789473685,#1004901
2006-03-21,-65.89529411764705,#1004901
2007-03-21,-65.93,#1004901
2008-03-21,-65.99684210526316,#1004901
2009-03-21,-66.19368421052631,#1004901
2010-03-21,-66.51529411764706,#1004901
2011-03-21,-67.00941176470589,#1004901
2012-03-21,-67.68944444444445,#1004901
2013-03-21,-68.345,#1004901
2014-03-21,-68.86111111111111,#1004901
2015-03-21,-69.275,#1004901
2016-03-21,-69.24055555555555,#1004901
2017-03-21,-69.25444444444445,#1004901
2018-03-21,-69.46,#1004901
2019-03-21,-69.7188888888889,#1004901
2020-03-21,-69.82722222222223,#1004901
2001-03-21,-73.56,#1005905
2002-03-21,-73.5,#1005905
2003-03-21,-73.91,#1005905
2004-03-21,-75.14,#1005905
2005-03-21,-74.22,#1005905
2006-03-21,-74.07,#1005905
2007-03-21,-75.03,#1005905
2008-03-21,-74.95,#1005905
2009-03-21,-76.89,#1005905
2010-03-21,-77.31,#1005905
2011-03-21,-78.03,#1005905
2012-03-21,,#1005905
2013-03-21,-80.74,#1005905
2014-03-21,-81.6,#1005905
2015-03-21,-82.37,#1005905
2016-03-21,-82.2,#1005905
2017-03-21,-83.27,#1005905
2018-03-21,-84.35,#1005905
2019-03-21,-84.8,#1005905
2020-03-21,-85.11,#1005905
2001-03-21,-71.57,#1012504
2002-03-21,-71.77,#1012504
2003-03-21,-72.0,#1012504
2004-03-21,-72.33,#1012504
2005-03-21,-72.18,#1012504
2006-03-21,-71.99,#1012504
2007-03-21,-72.54,#1012504
2008-03-21,-72.66,#1012504
2009-03-21,-73.6,#1012504
2010-03-21,,#1012504
2011-03-21,,#1012504
2012-03-21,-74.77,#1012504
2013-03-21,-76.47,#1012504
2014-03-21,-78.03,#1012504
2015-03-21,-79.21,#1012504
2016-03-21,-79.91,#1012504
2017-03-21,-80.88,#1012504
2018-03-21,-81.17,#1012504
2019-03-21,-82.42,#1012504
2020-03-21,-82.76,#1012504
2001-03-21,-66.61,#1013305
2002-03-21,-66.35,#1013305
2003-03-21,-66.83,#1013305
2004-03-21,-66.75,#1013305
2005-03-21,-66.83,#1013305
2006-03-21,-66.72,#1013305
2007-03-21,-66.81,#1013305
2008-03-21,-67.15,#1013305
2009-03-21,-68.07,#1013305
