"AgencyCd","SiteNo","LithologyID","LithologyDescription","LithologyControlledConcept","lang","uom","LithologyDepthFrom","LithologyDepthFromUnit","LithologyDepthTo","LithologyDepthToUnit"
"CODWR","665","CODWR.665.LITH.1","CLAY","HIGH PLAINS AQUIFER","eng","ft","0","feet","15","feet"
"CODWR","665","CODWR.665.LITH.2","GRAVEL","HIGH PLAINS AQUIFER","eng","ft","15","feet","23","feet"
"CODWR","665","CODWR.665.LITH.3","SHALE","HIGH PLAINS AQUIFER","eng","ft","23","feet","25","feet"
"CODWR","598","CODWR.598.LITH.1","TOPSOIL","HIGH PLAINS AQUIFER","eng","ft","0","feet","4","feet"
"CODWR","598","CODWR.598.LITH.2","SAND WITH CLAY/SILT","HIGH PLAINS AQUIFER","eng","ft","4","feet","70","feet"
"CODWR","598","CODWR.598.LITH.3","CLAY","HIGH PLAINS AQUIFER","eng","ft","70","feet","110","feet"
"CODWR","598","CODWR.598.LITH.4","SANDSTONE","HIGH PLAINS AQUIFER","eng","ft","110","feet","125","feet"
"CODWR","598","CODWR.598.LITH.5","CLAY","HIGH PLAINS AQUIFER","eng","ft","125","feet","160","feet"
"CODWR","598","CODWR.598.LITH.6","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","160","feet","165","feet"
"CODWR","598","CODWR.598.LITH.7","CLAY","HIGH PLAINS AQUIFER","eng","ft","165","feet","170","feet"
"CODWR","598","CODWR.598.LITH.8","SAND WITH GRAVEL","HIGH PLAINS AQUIFER","eng","ft","170","feet","190","feet"
"CODWR","598","CODWR.598.LITH.9","GRAVEL","HIGH PLAINS AQUIFER","eng","ft","190","feet","200","feet"
"CODWR","598","CODWR.598.LITH.10","SANDSTONE","HIGH PLAINS AQUIFER","eng","ft","200","feet","215","feet"
"CODWR","598","CODWR.598.LITH.11","SAND WITH GRAVEL","HIGH PLAINS AQUIFER","eng","ft","215","feet","243","feet"
"CODWR","607","CODWR.607.LITH.1","SAND WITH CLAY/SILT","HIGH PLAINS AQUIFER","eng","ft","0","feet","15","feet"
"CODWR","607","CODWR.607.LITH.2","SAND WITH CLAY/SILT","HIGH PLAINS AQUIFER","eng","ft","15","feet","40","feet"
"CODWR","607","CODWR.607.LITH.3","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","40","feet","56","feet"
"CODWR","607","CODWR.607.LITH.4","SAND WITH CLAY/SILT","HIGH PLAINS AQUIFER","eng","ft","56","feet","110","feet"
"CODWR","607","CODWR.607.LITH.5","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","110","feet","120","feet"
"CODWR","607","CODWR.607.LITH.6","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","120","feet","142","feet"
"CODWR","607","CODWR.607.LITH.7","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","142","feet","166","feet"
"CODWR","607","CODWR.607.LITH.8","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","166","feet","173","feet"
"CODWR","607","CODWR.607.LITH.9","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","173","feet","180","feet"
"CODWR","607","CODWR.607.LITH.10","CLAY","HIGH PLAINS AQUIFER","eng","ft","180","feet","196","feet"
"CODWR","607","CODWR.607.LITH.11","SAND, FINE-MED","HIGH PLAINS AQUIFER","eng","ft","196","feet","204","feet"
