AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
CODWR,954,1993-01-06T00:00:00-07:00,,,ft,47.06,UNKNOWN,Unknown,47.06,5040.23,,UNKNOWN,DWR (Manual)
CODWR,954,1994-01-03T00:00:00-07:00,,,ft,46.15,UNKNOWN,Unknown,46.15,5041.14,,UNKNOWN,DWR (Manual)
CODWR,954,1995-01-04T00:00:00-07:00,,,ft,45.60,UNKNOWN,Unknown,45.60,5041.69,,UNKNOWN,DWR (Manual)
CODWR,954,1995-12-22T00:00:00-07:00,,,ft,44.54,UNKNOWN,Unknown,44.54,5042.75,,UNKNOWN,DWR (Manual)
CODWR,954,1996-12-28T00:00:00-07:00,,,ft,44.82,UNKNOWN,Unknown,44.82,5042.47,,UNKNOWN,DWR (Manual)
CODWR,954,1998-01-08T00:00:00-07:00,,,ft,46.07,UNKNOWN,Unknown,46.07,5041.22,,UNKNOWN,DWR (Manual)
CODWR,954,1999-01-19T00:00:00-07:00,,,ft,44.78,UNKNOWN,Unknown,44.78,5042.51,,UNKNOWN,DWR (Manual)
CODWR,954,2000-01-17T00:00:00-07:00,,,ft,43.87,UNKNOWN,Unknown,43.87,5043.42,,UNKNOWN,DWR (Manual)
CODWR,954,2001-01-04T00:00:00-07:00,,,ft,44.16,UNKNOWN,Unknown,44.16,5043.13,,UNKNOWN,DWR (Manual)
CODWR,954,2001-12-27T00:00:00-07:00,,,ft,45.18,UNKNOWN,Unknown,45.18,5042.11,,UNKNOWN,DWR (Manual)
CODWR,954,2003-01-04T00:00:00-07:00,,,ft,45.98,UNKNOWN,Unknown,45.98,5041.31,,UNKNOWN,DWR (Manual)
CODWR,954,2003-12-29T00:00:00-07:00,,,ft,46.65,UNKNOWN,Unknown,46.65,5040.64,,UNKNOWN,DWR (Manual)
CODWR,954,2004-12-21T00:00:00-07:00,,,ft,47.45,UNKNOWN,Unknown,47.45,5039.84,,UNKNOWN,DWR (Manual)
CODWR,954,2006-01-11T00:00:00-07:00,,,ft,47.93,UNKNOWN,Unknown,47.93,5039.36,,UNKNOWN,DWR (Manual)
CODWR,954,2007-04-16T00:00:00-06:00,,,ft,48.90,UNKNOWN,Unknown,48.90,5038.39,,UNKNOWN,DWR (Manual)
CODWR,954,2008-02-23T00:00:00-07:00,,,ft,48.86,UNKNOWN,Unknown,48.86,5038.43,,UNKNOWN,DWR (Manual)
CODWR,954,2009-04-21T00:00:00-06:00,,,ft,48.52,UNKNOWN,Unknown,48.52,5038.77,,UNKNOWN,DWR (Manual)
CODWR,954,2010-02-06T00:00:00-07:00,,,ft,45.00,UNKNOWN,Unknown,45.00,5042.29,,UNKNOWN,DWR (Manual)
CODWR,954,2011-01-04T00:00:00-07:00,,,ft,44.20,UNKNOWN,Unknown,44.20,5043.09,,UNKNOWN,DWR (Manual)
CODWR,954,2012-02-24T00:00:00-07:00,,,ft,43.80,UNKNOWN,Unknown,43.80,5043.49,,UNKNOWN,DWR (Manual)
CODWR,954,2013-02-19T00:00:00-07:00,,,ft,44.90,UNKNOWN,Unknown,44.90,5042.39,,UNKNOWN,DWR (Manual)
CODWR,954,2014-02-22T00:00:00-07:00,,,ft,46.10,UNKNOWN,Unknown,46.10,5041.19,,UNKNOWN,DWR (Manual)
CODWR,954,2015-01-28T00:00:00-07:00,,,ft,44.90,UNKNOWN,Unknown,44.90,5042.39,,UNKNOWN,DWR (Manual)
CODWR,954,2016-02-17T00:00:00-07:00,,,ft,45.00,UNKNOWN,Unknown,45.00,5042.29,,UNKNOWN,DWR (Manual)
CODWR,954,2017-03-20T00:00:00-06:00,,,ft,45.00,UNKNOWN,Unknown,45.00,5042.29,,UNKNOWN,DWR (Manual)
