AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to MSL,Comment,Observation Method,Data Provided by,
OWRB,1771,1993-04-13T12:00:00-05:00,,,ft,280.4,Unknown,Unknown,280.4,3301.8,,Unknown,OWRB-GMAP
OWRB,1771,1994-01-11T12:00:00-06:00,,,ft,291.13,Unknown,Unknown,291.13,3291.09,,Unknown,OWRB-GMAP
OWRB,1771,1995-01-10T12:00:00-06:00,,,ft,287.9,Unknown,Unknown,287.9,3294.3,,Unknown,OWRB-GMAP
OWRB,1771,1996-01-22T12:00:00-06:00,,,ft,289.9,Unknown,Unknown,289.9,3292.3,,Unknown,OWRB-GMAP
OWRB,1771,1997-03-03T12:00:00-06:00,,,ft,286.8,Unknown,Unknown,286.8,3295.4,,Unknown,OWRB-GMAP
OWRB,1771,1998-01-28T12:00:00-06:00,,,ft,293.36,Unknown,Unknown,293.36,3288.86,,Unknown,OWRB-GMAP
OWRB,1771,1999-01-05T12:00:00-06:00,,,ft,294.72,Unknown,Unknown,294.72,3287.50,,Unknown,OWRB-GMAP
OWRB,1771,2000-01-04T12:00:00-06:00,,,ft,295.59,Unknown,Unknown,295.59,3286.63,,Unknown,OWRB-GMAP
OWRB,1771,2001-01-09T12:00:00-06:00,,,ft,273.59,Unknown,Unknown,273.59,3308.63,,Unknown,OWRB-GMAP
OWRB,1771,2002-01-08T12:00:00-06:00,,,ft,295.56,Unknown,Unknown,295.56,3286.66,,Unknown,OWRB-GMAP
OWRB,1771,2003-01-17T12:00:00-06:00,,,ft,297.42,Unknown,Unknown,297.42,3284.80,,Unknown,OWRB-GMAP
OWRB,1771,2004-01-05T12:00:00-06:00,,,ft,295.87,Unknown,Unknown,295.87,3286.35,,Unknown,OWRB-GMAP
OWRB,1771,2005-01-10T11:59:00-06:00,,,ft,296.2,Unknown,Unknown,296.2,3286.0,,Unknown,OWRB-GMAP
OWRB,1771,2006-01-05T12:00:00-06:00,,,ft,296.77,Unknown,Unknown,296.77,3285.45,,Unknown,OWRB-GMAP
OWRB,1771,2007-03-05T12:00:00-06:00,,,ft,296.29,Unknown,Unknown,296.29,3285.93,,Unknown,OWRB-GMAP
OWRB,1771,2008-01-17T12:00:00-06:00,,,ft,299.29,Unknown,Unknown,299.29,3282.93,,Unknown,OWRB-GMAP
OWRB,1771,2009-01-21T12:00:00-06:00,,,ft,304.1,Unknown,Unknown,304.1,3278.1,,Unknown,OWRB-GMAP
OWRB,1771,2010-01-19T12:00:00-06:00,,,ft,306.87,Unknown,Unknown,306.87,3275.35,,Unknown,OWRB-GMAP
OWRB,1771,2011-01-05T12:00:00-06:00,,,ft,308.81,Unknown,Unknown,308.81,3273.41,,Unknown,OWRB-GMAP
OWRB,1771,2012-01-12T10:45:00-06:00,,,ft,317.81,Unknown,Unknown,317.81,3264.41,,Unknown,OWRB-GMAP
OWRB,1771,2013-01-09T10:10:00-06:00,,,ft,323.04,Unknown,Unknown,323.04,3259.18,,Unknown,OWRB-GMAP
OWRB,1771,2014-01-07T01:25:00-06:00,,,ft,329.05,Unknown,Unknown,329.05,3253.17,,Unknown,OWRB-GMAP
OWRB,1771,2015-01-06T05:42:00-06:00,,,ft,334.6,Unknown,Unknown,334.6,3247.6,,Unknown,OWRB-GMAP
OWRB,1771,2016-01-06T12:03:00-06:00,,,ft,334.7,Unknown,Unknown,334.7,3247.5,,Unknown,OWRB-GMAP
OWRB,1771,2017-01-11T10:00:00-06:00,,,ft,332.36,Unknown,Unknown,332.36,3249.86,,Unknown,OWRB-GMAP
OWRB,1771,2018-01-10T11:07:00-06:00,,,ft,339.72,Unknown,Unknown,339.72,3242.50,,Unknown,OWRB-GMAP
OWRB,1771,2019-01-09T08:17:00-06:00,,,ft,343.46,Unknown,Unknown,343.46,3238.76,,GMAP WL Steel,OWRB-GMAP
OWRB,1771,2020-01-07T04:45:00-06:00,,,ft,345.12,Unknown,Unknown,345.12,3237.10,,GMAP-Routine,OWRB-GMAP
OWRB,1771,2021-03-09T12:05:00-05:00,,,ft,346.4,Unknown,Unknown,346.4,3235.8,,GMAP-Routine,OWRB-GMAP
OWRB,1771,2022-01-04T12:06:00-06:00,,,ft,349.59,Unknown,Unknown,349.59,3232.63,,GMAP-Routine,OWRB-GMAP
OWRB,105532,2009-01-22T12:00:00-06:00,,,ft,240.3,Unknown,Unknown,240.3,3957.7,,Unknown,OWRB-GMAP
OWRB,105532,2011-01-06T12:00:00-06:00,,,ft,240.75,Unknown,Unknown,240.75,3957.29,,Unknown,OWRB-GMAP
OWRB,105532,2012-01-11T03:50:00-06:00,,,ft,243.61,Unknown,Unknown,243.61,3954.43,,Unknown,OWRB-GMAP
OWRB,105532,2013-01-09T10:02:00-06:00,,,ft,244.19,Unknown,Unknown,244.19,3953.85,,Unknown,OWRB-GMAP
OWRB,105532,2014-01-08T10:38:00-06:00,,,ft,245.45,Unknown,Unknown,245.45,3952.59,,Unknown,OWRB-GMAP
OWRB,105532,2015-01-07T03:48:00-06:00,,,ft,246.5,Unknown,Unknown,246.5,3951.5,,Unknown,OWRB-GMAP
OWRB,105532,2016-01-06T03:30:00-06:00,,,ft,246.68,Unknown,Unknown,246.68,3951.36,,Unknown,OWRB-GMAP
OWRB,105532,2016-08-16T01:00:00-06:00,,,ft,253.55,Unknown,Unknown,253.55,3944.49,,,OWRB-GMAP
OWRB,105532,2017-01-12T01:07:00-06:00,,,ft,247.76,Unknown,Unknown,247.76,3950.28,,Unknown,OWRB-GMAP
OWRB,105532,2018-01-10T05:28:00-06:00,,,ft,247.1,Unknown,Unknown,247.1,3950.9,,Unknown,OWRB-GMAP
OWRB,105532,2019-01-09T04:45:00-06:00,,,ft,248.59,Unknown,Unknown,248.59,3949.45,,GMAP WL Steel,OWRB-GMAP
OWRB,105532,2020-01-08T11:02:00-06:00,,,ft,256.95,Unknown,Unknown,256.95,3941.09,,GMAP-Routine,OWRB-GMAP
OWRB,105532,2021-03-09T05:01:00-05:00,,,ft,248.5,Unknown,Unknown,248.5,3949.5,,GMAP-Routine,OWRB-GMAP
OWRB,105532,2022-01-05T10:23:00-06:00,,,ft,250.3,Unknown,Unknown,250.3,3947.7,,GMAP-Routine,OWRB-GMAP
OWRB,67882,2008-01-16T12:00:00-06:00,,,ft,232.4,Unknown,Unknown,232.4,2926.8,,Unknown,OWRB-GMAP
OWRB,67882,2009-01-15T12:00:00-06:00,,,ft,220.13,Unknown,Unknown,220.13,2939.07,,Unknown,OWRB-GMAP
OWRB,67882,2010-01-18T12:00:00-06:00,,,ft,225.15,Unknown,Unknown,225.15,2934.05,,Unknown,OWRB-GMAP
OWRB,67882,2011-01-04T12:00:00-06:00,,,ft,229.4,Unknown,Unknown,229.4,2929.8,,Unknown,OWRB-GMAP
OWRB,67882,2012-01-10T12:00:00-06:00,,,ft,235.78,Unknown,Unknown,235.78,2923.42,,Unknown,OWRB-GMAP
OWRB,67882,2013-01-09T12:00:00-06:00,,,ft,242.89,Unknown,Unknown,242.89,2916.31,,Unknown,OWRB-GMAP
OWRB,67882,2014-01-08T10:36:00-06:00,,,ft,246.84,Unknown,Unknown,246.84,2912.36,,Unknown,OWRB-GMAP
OWRB,67882,2015-01-06T01:07:00-06:00,,,ft,251.05,Unknown,Unknown,251.05,2908.15,,Unknown,OWRB-GMAP
OWRB,67882,2016-01-05T03:27:00-06:00,,,ft,253.8,Unknown,Unknown,253.8,2905.4,,Unknown,OWRB-GMAP
OWRB,67882,2016-10-03T06:32:00-06:00,,,ft,264.4,Unknown,Unknown,264.4,2894.8,,,OWRB-GMAP
OWRB,67882,2017-01-10T01:25:00-06:00,,,ft,259.2,Unknown,Unknown,259.2,2900.0,,Unknown,OWRB-GMAP
OWRB,67882,2018-01-09T01:16:00-06:00,,,ft,261.58,Unknown,Unknown,261.58,2897.62,,Unknown,OWRB-GMAP
