AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
USGS,332115103403301,1993-01-01T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-02T00:00:00-00:00,,,ft,62.47,ft,Unknown,62.47,4276,,,
USGS,332115103403301,1993-01-03T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-04T12:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-05T00:00:00-00:00,,,ft,62.47,ft,Unknown,62.47,4276,,,
USGS,332115103403301,1993-01-06T00:00:00-00:00,,,ft,62.47,ft,Unknown,62.47,4276,,,
USGS,332115103403301,1993-01-07T00:00:00-00:00,,,ft,62.47,ft,Unknown,62.47,4276,,,
USGS,332115103403301,1993-01-08T00:00:00-00:00,,,ft,62.46,ft,Unknown,62.46,4276,,,
USGS,332115103403301,1993-01-09T00:00:00-00:00,,,ft,62.49,ft,Unknown,62.49,4276,,,
USGS,332115103403301,1993-01-10T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-11T00:00:00-00:00,,,ft,62.46,ft,Unknown,62.46,4276,,,
USGS,332115103403301,1993-01-12T00:00:00-00:00,,,ft,62.5,ft,Unknown,62.5,4276,,,
USGS,332115103403301,1993-01-13T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-14T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-15T00:00:00-00:00,,,ft,62.5,ft,Unknown,62.5,4276,,,
USGS,332115103403301,1993-01-16T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-17T00:00:00-00:00,,,ft,62.49,ft,Unknown,62.49,4276,,,
USGS,332115103403301,1993-01-18T00:00:00-00:00,,,ft,62.48,ft,Unknown,62.48,4276,,,
USGS,332115103403301,1993-01-19T00:00:00-00:00,,,ft,62.49,ft,Unknown,62.49,4276,,,
