AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
CODWR,507,1993-12-07T00:00:00-07:00,,,ft,159.98,UNKNOWN,Unknown,159.98,4147.26,,UNKNOWN,DWR (Manual)
CODWR,507,1995-01-18T00:00:00-07:00,,,ft,159.90,UNKNOWN,Unknown,159.90,4147.34,,UNKNOWN,DWR (Manual)
CODWR,507,1996-01-04T00:00:00-07:00,,,ft,160.64,UNKNOWN,Unknown,160.64,4146.60,,UNKNOWN,DWR (Manual)
CODWR,507,1999-02-01T00:00:00-07:00,,,ft,157.60,UNKNOWN,Unknown,157.60,4149.64,,UNKNOWN,DWR (Manual)
CODWR,507,2000-01-24T00:00:00-07:00,,,ft,157.05,UNKNOWN,Unknown,157.05,4150.19,,UNKNOWN,DWR (Manual)
CODWR,507,2001-02-28T00:00:00-07:00,,,ft,156.10,UNKNOWN,Unknown,156.10,4151.14,,UNKNOWN,DWR (Manual)
CODWR,507,2002-01-02T00:00:00-07:00,,,ft,155.50,UNKNOWN,Unknown,155.50,4151.74,,UNKNOWN,DWR (Manual)
CODWR,507,2003-02-02T00:00:00-07:00,,,ft,154.60,UNKNOWN,Unknown,154.60,4152.64,,UNKNOWN,DWR (Manual)
CODWR,507,2004-02-20T00:00:00-07:00,,,ft,156.20,UNKNOWN,Unknown,156.20,4151.04,,UNKNOWN,DWR (Manual)
CODWR,507,2005-01-31T00:00:00-07:00,,,ft,154.50,UNKNOWN,Unknown,154.50,4152.74,,UNKNOWN,DWR (Manual)
CODWR,507,2006-02-03T00:00:00-07:00,,,ft,154.00,UNKNOWN,Unknown,154.00,4153.24,,UNKNOWN,DWR (Manual)
CODWR,507,2007-04-04T00:00:00-06:00,,,ft,154.00,UNKNOWN,Unknown,154.00,4153.24,,UNKNOWN,DWR (Manual)
CODWR,507,2008-02-10T00:00:00-07:00,,,ft,154.30,UNKNOWN,Unknown,154.30,4152.94,,UNKNOWN,DWR (Manual)
CODWR,507,2009-04-16T00:00:00-06:00,,,ft,154.80,UNKNOWN,Unknown,154.80,4152.44,,UNKNOWN,DWR (Manual)
CODWR,507,2010-01-13T00:00:00-07:00,,,ft,151.20,UNKNOWN,Unknown,151.20,4156.04,,UNKNOWN,DWR (Manual)
CODWR,507,2011-02-03T00:00:00-07:00,,,ft,151.20,UNKNOWN,Unknown,151.20,4156.04,,UNKNOWN,DWR (Manual)
CODWR,507,2012-02-21T00:00:00-07:00,,,ft,151.30,UNKNOWN,Unknown,151.30,4155.94,,UNKNOWN,DWR (Manual)
CODWR,507,2013-03-01T00:00:00-07:00,,,ft,151.50,UNKNOWN,Unknown,151.50,4155.74,,UNKNOWN,DWR (Manual)
CODWR,507,2014-03-03T00:00:00-07:00,,,ft,150.70,UNKNOWN,Unknown,150.70,4156.54,,UNKNOWN,DWR (Manual)
CODWR,507,2015-03-03T00:00:00-07:00,,,ft,150.90,UNKNOWN,Unknown,150.90,4156.34,,UNKNOWN,DWR (Manual)
CODWR,507,2017-02-24T00:00:00-07:00,,,ft,150.80,UNKNOWN,Unknown,150.80,4156.44,,UNKNOWN,DWR (Manual)
CODWR,507,2018-02-21T00:00:00-07:00,,,ft,149.40,UNKNOWN,Unknown,149.40,4157.84,,UNKNOWN,DWR (Manual)
CODWR,507,2019-01-22T00:00:00-07:00,,,ft,150.10,UNKNOWN,Unknown,150.10,4157.14,,UNKNOWN,DWR (Manual)
CODWR,507,2020-02-19T00:00:00-07:00,,,ft,150.70,UNKNOWN,Unknown,150.70,4156.54,,UNKNOWN,DWR (Manual)
CODWR,507,2021-02-26T00:00:00-07:00,,,ft,152.10,UNKNOWN,Unknown,152.10,4155.14,,UNKNOWN,DWR (Manual)
CODWR,507,2022-03-23T00:00:00-06:00,,,ft,152.50,UNKNOWN,Unknown,152.50,4154.74,,UNKNOWN,DWR (Manual)
CODWR,504,1993-12-07T00:00:00-07:00,,,ft,37.80,UNKNOWN,Unknown,37.80,4264.97,,UNKNOWN,DWR (Manual)
CODWR,504,1995-01-24T00:00:00-07:00,,,ft,38.50,UNKNOWN,Unknown,38.50,4264.27,,UNKNOWN,DWR (Manual)
CODWR,504,1996-01-04T00:00:00-07:00,,,ft,37.03,UNKNOWN,Unknown,37.03,4265.74,,UNKNOWN,DWR (Manual)
CODWR,504,1996-12-27T00:00:00-07:00,,,ft,35.50,UNKNOWN,Unknown,35.50,4267.27,,UNKNOWN,DWR (Manual)
CODWR,504,1997-12-21T00:00:00-07:00,,,ft,34.20,UNKNOWN,Unknown,34.20,4268.57,,UNKNOWN,DWR (Manual)
CODWR,504,1999-02-01T00:00:00-07:00,,,ft,31.20,UNKNOWN,Unknown,31.20,4271.57,,UNKNOWN,DWR (Manual)
CODWR,504,2000-01-24T00:00:00-07:00,,,ft,30.90,UNKNOWN,Unknown,30.90,4271.87,,UNKNOWN,DWR (Manual)
CODWR,504,2001-02-26T00:00:00-07:00,,,ft,32.00,UNKNOWN,Unknown,32.00,4270.77,,UNKNOWN,DWR (Manual)
CODWR,504,2001-12-18T00:00:00-07:00,,,ft,31.70,UNKNOWN,Unknown,31.70,4271.07,,UNKNOWN,DWR (Manual)
CODWR,504,2003-03-16T00:00:00-07:00,,,ft,32.50,UNKNOWN,Unknown,32.50,4270.27,,UNKNOWN,DWR (Manual)
CODWR,504,2004-02-20T00:00:00-07:00,,,ft,33.10,UNKNOWN,Unknown,33.10,4269.67,,UNKNOWN,DWR (Manual)
CODWR,504,2005-01-31T00:00:00-07:00,,,ft,34.20,UNKNOWN,Unknown,34.20,4268.57,,UNKNOWN,DWR (Manual)
